Company/Brand,Year1,Revenue1,Year2,Revenue2,Year3,Revenue3,Year4,Revenue4,Year5,Revenue5,HQ,Sector,Founders,Investor,Amount($),Stage,What it does,,,,,,,,,,,,,,,
Fusion Microfinance,2018,36400000000,2019,26000000000,2020,10400000000,2021,31200000000,2022,46800000000,Bangalore,Financial Services,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,5200000000,Series E,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,,,,,,,,,,,,,,,
Guiddoo World,2018,5600000,2019,4000000,2020,1600000,2021,4800000,2022,7200000,Bangalore,Travel,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",800000,Seed,We build In-Destination Experiences!,,,,,,,,,,,,,,,
ION Energy,2018,7287000,2019,5205000,2020,2082000,2021,6246000,2022,9369000,Bangalore,Renewable Energy,"Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin",1041000,Venture - Series Unknown,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,,,,,,,,,,,,,,,
UnoTag,2018,700000,2019,500000,2020,200000,2021,600000,2022,900000,Bangalore,Artificial Intelligence,"Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson",100000,Pre-Seed,SaaS to verify counterfeit,,,,,,,,,,,,,,,
CivilCops,2018,700000,2019,500000,2020,200000,2021,600000,2022,900000,Pune,Information Technology,Sumit Sanjay Singare,India Angel Fund,100000,Pre-Seed,Gov-Tech,,,,,,,,,,,,,,,
Classworks India,2018,700000,2019,500000,2020,200000,2021,600000,2022,900000,Gurugram,Information Technology,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures,100000,Undisclosed,"Saas, Web App, Mobile App, School Education",,,,,,,,,,,,,,,
artbandhu,2018,105000,2019,75000,2020,30000,2021,90000,2022,135000,Bangalore,Digital platform,"Deepak Garg, Gazal Kalra","Elevation Capital, Trifecta Capital Advisors",15000,Pre-Seed,Ai platform for Art and Creative Community,,,,,,,,,,,,,,,
Survaider,2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,Bangalore,SaaS,"KSHITIJ Puri, Shalabh Singhal","Stride Ventures, Matrix Partners India",500000,Seed,Stethoscope for customer feedback !,,,,,,,,,,,,,,,
Credy,2018,9800000,2019,7000000,2020,2800000,2021,8400000,2022,12600000,Bangalore,Fintech,"Abhas Saroha, Oliver Jones, Oliver Jones","Ramakant Sharma, Leo Capital India",1400000,Seed,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,,,,,,,,,,,,,,,
iChamp,2018,35000000,2019,25000000,2020,10000000,2021,30000000,2022,45000000,New Delhi,E-Learning,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Falcon Edge Capital, Omidyar Network",5000000,Seed,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,,,,,,,,,,,,,,,
Avishkaar Box,2018,350000000,2019,250000000,2020,100000000,2021,300000000,2022,450000000,New Delhi,Education,Manan Khurma,"Sequoia Capital India, CapitalG",50000000,Seed,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",,,,,,,,,,,,,,,
HyperXchange,2018,7000000,2019,5000000,2020,2000000,2021,6000000,2022,9000000,Mumbai,E-commerce,Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",1000000,Series A,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,,,,,,,,,,,,,,,
Doodhwala,2018,15400000,2019,11000000,2020,4400000,2021,13200000,2022,19800000,Gujarat,Food Delivery,"Harsh Rajat, Richa Joshi",Prolific angel investors,2200000,Seed,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,,,,,,,,,,,,,,,
FastFox,2018,700000000,2019,500000000,2020,200000000,2021,600000000,2022,900000000,Mumbai,Rental,Palani Rajan,Nativelead Foundation,100000000,Series A,FastFox: Market Network for Home Rentals (India),,,,,,,,,,,,,,,
BuyForexOnline,2018,14000000,2019,10000000,2020,4000000,2021,12000000,2022,18000000,Chandigarh,Travel,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",2000000,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,,,,,,,,,,,,,,,
Colive.in,2018,12600000,2019,9000000,2020,3600000,2021,10800000,2022,16200000,Powai,Consumer Goods,"Aaditya Sharda, Souvik Sengupta","Trifecta Capital Advisors, Nexus Venture Partners",1800000,Seed,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,,,,,,,,,,,,,,,
Agricxlab Private Limited,2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,Bangalore,Marketplace,Sanjeev Bikhchandani,Lightbox,500000,Seed,Online marketplace where farmers and traders can sell their produce to B2B buyers,,,,,,,,,,,,,,,
Pandorum Technologies,2018,25200000,2019,18000000,2020,7200000,2021,21600000,2022,32400000,Chennai,Biotechnology,"Neha Kant, Pankaj Vermani","Golden Birch Investments, She Capital",3600000,Series A,Bengaluru based biotech startup.,,,,,,,,,,,,,,,
Shirsa Labs,2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,Bangalore,Education,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",500000,Seed,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,,,,,,,,,,,,,,,
PinkBlue,2018,2100000,2019,1500000,2020,600000,2021,1800000,2022,2700000,Mumbai,Health Care,Kunal Shah,"General Catalyst, Ribbit Capital",300000,Seed,PinkBlue.in - Super-efficient supply-chain for clinical supplies,,,,,,,,,,,,,,,
Eduvanz,2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,Mumbai,Financial Services,Shantanu Deshpande,Sixth Sense Ventures,500000,Angel,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",,,,,,,,,,,,,,,
Rupeek,2018,47810000,2019,34150000,2020,13660000,2021,40980000,2022,61470000,Gurugram,Financial Services,"Adamas Belva Syah Devara, Iman Usman.",General Atlantic,6830000,Series A,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,,,,,,,,,,,,,,,
Backpacker Panda Holidays Private Limited,2018,9800000,2019,7000000,2020,2800000,2021,8400000,2022,12600000,New Delhi,Travel,Jatin Solanki,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",1400000,Series A,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,,,,,,,,,,,,,,,
Shape (School Health and Physical Education),2018,1400000,2019,1000000,2020,400000,2021,1200000,2022,1800000,New Delhi,Education,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs",200000,Seed,Physical education start up,,,,,,,,,,,,,,,
Placio,2018,14000000,2019,10000000,2020,4000000,2021,12000000,2022,18000000,Mumbai,Hospitality,Narayana Reddy Punyala,Innovation in Food and Agriculture (IFA),2000000,Seed,Placio is a student housing and a complete broker-free platform.,,,,,,,,,,,,,,,
Aviom India Housing Finance,2018,1050000000,2019,750000000,2020,300000000,2021,900000000,2022,1350000000,Gurugram,Financial Services,"Pavan Kushwaha, Paratosh Bansal, Dip Jung Thapa","Gilda VC, Art Venture, Rajeev Chitrabhanu.",150000000,Series A,Delhi based housing finance company.,,,,,,,,,,,,,,,
HeyHolidays,2018,7000000,2019,5000000,2020,2000000,2021,6000000,2022,9000000,Bangalore,Travel,Renuka Ramnath,Multiples Alternate Asset Management,1000000,Seed,"HeyHolidays, a global player in online vacation rentals.",,,,,,,,,,,,,,,
Pratilipi,2018,30100000,2019,21500000,2020,8600000,2021,25800000,2022,38700000,Ghaziabad,Advertisement,"Peyush Bansal, Amit Chaudhary, Sumeet Kapahi",SoftBank,4300000,Series A,Amazon's Kindle Direct Publishing for Indian Languages,,,,,,,,,,,,,,,
Silversparro Technologies Pvt. Ltd,2018,2100000,2019,1500000,2020,600000,2021,1800000,2022,2700000,Bangalore,Analytics,D Padmanabhan,Avataar Ventures,300000,Seed,Silversparro is a deep learning technology solution provider.,,,,,,,,,,,,,,,
Emflux Motors,2018,2553922,2019,1824230,2020,729692,2021,2189076,2022,3283614,Bangalore,Electric Vehicle,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,364846,Seed,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,,,,,,,,,,,,,,,
Tricog Health Services Pvt Ltd,2018,28000000,2019,20000000,2020,8000000,2021,24000000,2022,36000000,Hyderabad,Analytics,Ishit Jethwa,Titan Capital,4000000,Series A,Predictive Healthcare Analytics Company,,,,,,,,,,,,,,,
Scapic,2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,New Delhi,SaaS,Rakesh Malhotra,German development finance institution DEG,500000,Seed,Virtual/Augmented Reality Start Up .,,,,,,,,,,,,,,,
Ekincare,2018,10500000,2019,7500000,2020,3000000,2021,9000000,2022,13500000,Nagpur,Pharmacy,Byju Raveendran,"South Africa?s Naspers Ventures, the CPP Investment Board",1500000,Series A,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,,,,,,,,,,,,,,,
Groww,2018,840000,2019,600000,2020,240000,2021,720000,2022,1080000,New Delhi,Financial Services,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.,120000,Seed,Groww offers a new way of investing money.,,,,,,,,,,,,,,,
Chezuba,2018,9800000,2019,7000000,2020,2800000,2021,8400000,2022,12600000,Bangalore,Information Technology,Amit Modi,Mumbai Angels Network,1400000,Angel,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,,,,,,,,,,,,,,,
Wealthtrust,2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,Mumbai,Financial Services,Renato Araujo,Brazilian VC Fund Confrapar,500000,Seed,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,,,,,,,,,,,,,,,
Awign Enterprises,2018,350000000,2019,250000000,2020,100000000,2021,300000000,2022,450000000,Gurugram,Marketplace,"Harsimarbir Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",50000000,Seed,Operations and manpower outsourcing startup,,,,,,,,,,,,,,,
Rubix108 Technologies,2018,7000000,2019,5000000,2020,2000000,2021,6000000,2022,9000000,New Delhi,Information Technology,"Gautam Tambay, Parul Gupta",Reach Capital,1000000,Seed,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day?s learning experiences.,,,,,,,,,,,,,,,
Workflexi,2018,70000000,2019,50000000,2020,20000000,2021,60000000,2022,90000000,Bangalore,HR tech,"Tushar Kumar, Prashant Singh",Wilson Global Opportunities Fund,10000000,Seed,"Be Smart, Work on Contract,Be Smart, Hire on Contract",,,,,,,,,,,,,,,
Streak,2018,157500000,2019,112500000,2020,45000000,2021,135000000,2022,202500000,Gurugram,Financial Services,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,22500000,Seed,Algorithmic trading platform.,,,,,,,,,,,,,,,
Kuants,2018,35000000,2019,25000000,2020,10000000,2021,30000000,2022,45000000,Bangalore,Financial Services,"Nishant Jain, Rohan Kumar",IVM Intersurer,5000000,Seed,Algorithmic trading platform.,,,,,,,,,,,,,,,
NiYO Solutions,2018,92400000,2019,66000000,2020,26400000,2021,79200000,2022,118800000,West Bengal,Fintech,Sam Udotong,Canaan Partners,13200000,Series A,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,,,,,,,,,,,,,,,
MY CHIRAAG CAB,2018,7000000,2019,5000000,2020,2000000,2021,6000000,2022,9000000,New Delhi,Travel,"Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",1000000,Seed,MY CHIRAAG CAB SERVICES PVT LTD,,,,,,,,,,,,,,,
True Elements,2018,350000000,2019,250000000,2020,100000000,2021,300000000,2022,450000000,New Delhi,Health Care,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi","Omnivore and Omidyar Network India, Sequoia Capital",50000000,Seed,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,,,,,,,,,,,,,,,
Trendlyne Technologies,2018,1400000,2019,1000000,2020,400000,2021,1200000,2022,1800000,New Delhi,Financial Services,"Vivek Gupta, Abhay Hanjura",Vertex Growth Fund,200000,Seed,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,,,,,,,,,,,,,,,
Planys Technologies,2018,981400000,2019,701000000,2020,280400000,2021,841200000,2022,1261800000,Bangalore,Manufacturing,"Babu Dayal, Pramod Uniyal, Lalit Mehta",Rajan Kaistha,140200000,Series A,Planys Technologies is India?s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,,,,,,,,,,,,,,,
HealthPlix,2018,21000000,2019,15000000,2020,6000000,2021,18000000,2022,27000000,Mumbai,Health Care,"Deepak Garg, Gazal Kalra","SAIF Partners India VI Ltd, Spring Canter Investment Ltd",3000000,Series A,HealthPlix is a healthtech startup,,,,,,,,,,,,,,,
Entropik Technology,2018,7700000,2019,5500000,2020,2200000,2021,6600000,2022,9900000,Hyderabad,Artificial Intelligence,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",1100000,Seed,The boundaries between Human and Machines are shrinking fast.,,,,,,,,,,,,,,,
myHQ,2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,Bangalore,Co-working,"Amit Acharya, Srinath Ramakkrushnan","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",500000,Series A,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,,,,,,,,,,,,,,,
VTION,2018,134400000,2019,96000000,2020,38400000,2021,115200000,2022,172800000,Bangalore,Advertisement,Swapnil,Scale Venture Partners,19200000,Seed,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,,,,,,,,,,,,,,,
RupeeCircle,2018,280000000,2019,200000000,2020,80000000,2021,240000000,2022,360000000,Mumbai,Financial Services,Rajendra Lora,ThinkLab,40000000,Seed,RupeeCircle is a new age finance company.,,,,,,,,,,,,,,,
Wooden Street,2018,7000000,2019,5000000,2020,2000000,2021,6000000,2022,9000000,New Delhi,E-commerce,,"Sajan Pillai, Muthu Krishnan,",1000000,Series A,Woodenstreet.com ensures to fulfill customer?s unique furniture requirements by crafting one-of-a-kind furniture pieces.,,,,,,,,,,,,,,,
The Ken,2018,10500000,2019,7500000,2020,3000000,2021,9000000,2022,13500000,Gurgaon,Digital platform,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",1500000,Series A,The Ken is India?s first subscriptions-only business news site,,,,,,,,,,,,,,,
Foyr,2018,29400000,2019,21000000,2020,8400000,2021,25200000,2022,37800000,New Delhi,Home Decor,Akshay Narvekar,Lightbox Ventures,4200000,Series A,"Foyr.com is India's first online, automated interior designer",,,,,,,,,,,,,,,
MEngage,2018,1225000,2019,875000,2020,350000,2021,1050000,2022,1575000,Bangalore,Health Care,Deepak Anchala,Stellaris Ventures,175000,Seed,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,,,,,,,,,,,,,,,
Wishberry,2018,700000000,2019,500000000,2020,200000000,2021,600000000,2022,900000000,Bangalore,Financial Services,"Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta","Manipal Education and Medical Group (MEMG) family office, Titan Capital",100000000,Series A,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,,,,,,,,,,,,,,,
McXtra,2018,9100000,2019,6500000,2020,2600000,2021,7800000,2022,11700000,New Delhi,Financial Services,"Devendra Gupta, Prateek Singhal, Vivek Pandey",Innovation in Food & Agriculture Fund (IFA Fund),1300000,Seed,McXtra is a digital insurance broking startup.,,,,,,,,,,,,,,,
SmartVizX,2018,10150000,2019,7250000,2020,2900000,2021,8700000,2022,13050000,Bangalore,AR/VR,"Amit Raj, Anshul Gupta",Trifecta Capital,1450000,Seed,It is a Virtual Reality Solutions StartUp,,,,,,,,,,,,,,,
HungerBox,2018,31500000,2019,22500000,2020,9000000,2021,27000000,2022,40500000,Gurgaon,B2B,"Manish Taneja, Rahul Dash",Goldman Sachs,4500000,Series A,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,,,,,,,,,,,,,,,
Biryani By Kilo,2018,7000000,2019,5000000,2020,2000000,2021,6000000,2022,9000000,Noida,Food & Beverages,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",1000000,Seed,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,,,,,,,,,,,,,,,
Wholesome Habits (EAT Anytime),2018,3500000,2019,2500000,2020,1000000,2021,3000000,2022,4500000,Hyderabad,Food & Beverages,"Mayank Dhanuka, Sunoor Kaul","Oikocredit, Caspian SME Impact Fund IV,ØØTriodos Investment Management",500000,Seed,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,,,,,,,,,,,,,,,
GoBumpr,2018,4200000,2019,3000000,2020,1200000,2021,3600000,2022,5400000,Patna,Electric Vehicle,"Sawan Kumar, Bhavya Bhambhani",Undisclosed,600000,Seed,Car Service and Bike Service Mobile App,,,,,,,,,,,,,,,
Fixpocket,2018,1750000,2019,1250000,2020,500000,2021,1500000,2022,2250000,Chennai,Marketplace,"Krishnan, Manju Dhawan, K Satyanarayana, Sanjeev Saxena",CDC Group,250000,Seed,Fixpocket is a internet-based startup.,,,,,,,,,,,,,,,
