Company/Brand,Year,HQ,Sector,Revenue,Founders,Investor,Amount($),Stage,What it does,Latitude,Longitude
Silversparro Technologies Pvt. Ltd,2018,Bangalore,Analytics,2100000,D Padmanabhan,Avataar Ventures,300000,Seed,Silversparro is a deep learning technology solution provider.,12.9715987,77.5945627
Emflux Motors,2018,Bangalore,Electric Vehicle,2553922,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,364846,Seed,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,12.9715987,77.5945627
Tricog Health Services Pvt Ltd,2018,Hyderabad,Analytics,28000000,Ishit Jethwa,Titan Capital,4000000,Series A,Predictive Healthcare Analytics Company,17.385044,78.486671
Scapic,2018,New Delhi,SaaS,3500000,Rakesh Malhotra,German development finance institution DEG,500000,Seed,Virtual/Augmented Reality Start Up .,28.6139391,77.2090212
Ekincare,2018,Nagpur,Pharmacy,10500000,Byju Raveendran,"South Africa?s Naspers Ventures, the CPP Investment Board",1500000,Series A,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,21.1458004,79.0881546
Groww,2018,New Delhi,Financial Services,840000,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.,120000,Seed,Groww offers a new way of investing money.,28.6139391,77.2090212
Chezuba,2018,Bangalore,Information Technology,9800000,Amit Modi,Mumbai Angels Network,1400000,Angel,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,12.9715987,77.5945627
Wealthtrust,2018,Mumbai,Financial Services,3500000,Renato Araujo,Brazilian VC Fund Confrapar,500000,Seed,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,19.0759837,72.8776559
Awign Enterprises,2018,Gurugram,Marketplace,350000000,"Harsimarbir Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",50000000,Seed,Operations and manpower outsourcing startup,28.4594965,77.0266383
Rubix108 Technologies,2018,New Delhi,Information Technology,7000000,"Gautam Tambay, Parul Gupta",Reach Capital,1000000,Seed,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day?s learning experiences.,28.6139391,77.2090212
Workflexi,2018,Bangalore,HR tech,70000000,"Tushar Kumar, Prashant Singh",Wilson Global Opportunities Fund,10000000,Seed,"Be Smart, Work on Contract,Be Smart, Hire on Contract",12.9715987,77.5945627
Streak,2018,Gurugram,Financial Services,157500000,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,22500000,Seed,Algorithmic trading platform.,28.4594965,77.0266383
Kuants,2018,Bangalore,Financial Services,35000000,"Nishant Jain, Rohan Kumar",IVM Intersurer,5000000,Seed,Algorithmic trading platform.,12.9715987,77.5945627
NiYO Solutions,2018,West Bengal,Fintech,92400000,Sam Udotong,Canaan Partners,13200000,Series A,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,22.9867569,87.8549755
MY CHIRAAG CAB,2018,New Delhi,Travel,7000000,"Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",1000000,Seed,MY CHIRAAG CAB SERVICES PVT LTD,28.6139391,77.2090212
True Elements,2018,New Delhi,Health Care,350000000,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi","Omnivore and Omidyar Network India, Sequoia Capital",50000000,Seed,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,28.6139391,77.2090212
Trendlyne Technologies,2018,New Delhi,Financial Services,1400000,"Vivek Gupta, Abhay Hanjura",Vertex Growth Fund,200000,Seed,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,28.6139391,77.2090212
Planys Technologies,2018,Bangalore,Manufacturing,981400000,"Babu Dayal, Pramod Uniyal, Lalit Mehta",Rajan Kaistha,140200000,Series A,Planys Technologies is India?s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,12.9715987,77.5945627
HealthPlix,2018,Mumbai,Health Care,21000000,"Deepak Garg, Gazal Kalra","SAIF Partners India VI Ltd, Spring Canter Investment Ltd",3000000,Series A,HealthPlix is a healthtech startup,19.0759837,72.8776559
Entropik Technology,2018,Hyderabad,Artificial Intelligence,7700000,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",1100000,Seed,The boundaries between Human and Machines are shrinking fast.,17.385044,78.486671
myHQ,2018,Bangalore,Co-working,3500000,"Amit Acharya, Srinath Ramakkrushnan","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",500000,Series A,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,12.9715987,77.5945627
VTION,2018,Bangalore,Advertisement,134400000,Swapnil,Scale Venture Partners,19200000,Seed,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,12.9715987,77.5945627
RupeeCircle,2018,Mumbai,Financial Services,280000000,Rajendra Lora,ThinkLab,40000000,Seed,RupeeCircle is a new age finance company.,19.0759837,72.8776559
Wooden Street,2018,New Delhi,E-commerce,7000000,,"Sajan Pillai, Muthu Krishnan,",1000000,Series A,Woodenstreet.com ensures to fulfill customer?s unique furniture requirements by crafting one-of-a-kind furniture pieces.,28.6139391,77.2090212
The Ken,2018,Gurgaon,Digital platform,10500000,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",1500000,Series A,The Ken is India?s first subscriptions-only business news site,28.4594965,77.0266383
Foyr,2018,New Delhi,Home Decor,29400000,Akshay Narvekar,Lightbox Ventures,4200000,Series A,"Foyr.com is India's first online, automated interior designer",28.6139391,77.2090212
MEngage,2018,Bangalore,Health Care,1225000,Deepak Anchala,Stellaris Ventures,175000,Seed,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,12.9715987,77.5945627
Wishberry,2018,Bangalore,Financial Services,700000000,"Vaibhav Gupta, Himanshu Devra, Pranav Chaudhary, Nishtha Gupta","Manipal Education and Medical Group (MEMG) family office, Titan Capital",100000000,Series A,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,12.9715987,77.5945627
McXtra,2018,New Delhi,Financial Services,9100000,"Devendra Gupta, Prateek Singhal, Vivek Pandey",Innovation in Food & Agriculture Fund (IFA Fund),1300000,Seed,McXtra is a digital insurance broking startup.,28.6139391,77.2090212
SmartVizX,2018,Bangalore,AR/VR,10150000,"Amit Raj, Anshul Gupta",Trifecta Capital,1450000,Seed,It is a Virtual Reality Solutions StartUp,12.9715987,77.5945627
HungerBox,2018,Gurgaon,B2B,31500000,"Manish Taneja, Rahul Dash",Goldman Sachs,4500000,Series A,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,28.4594965,77.0266383
Biryani By Kilo,2018,Noida,Food & Beverages,7000000,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",1000000,Seed,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,28.5355161,77.3910265
Wholesome Habits (EAT Anytime),2018,Hyderabad,Food & Beverages,3500000,"Mayank Dhanuka, Sunoor Kaul","Oikocredit, Caspian SME Impact Fund IV,??Triodos Investment Management",500000,Seed,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,17.385044,78.486671
GoBumpr,2018,Patna,Electric Vehicle,4200000,"Sawan Kumar, Bhavya Bhambhani",Undisclosed,600000,Seed,Car Service and Bike Service Mobile App,25.5940947,85.1375645
Fixpocket,2018,Chennai,Marketplace,1750000,"Krishnan, Manju Dhawan, K Satyanarayana, Sanjeev Saxena",CDC Group,250000,Seed,Fixpocket is a internet-based startup.,13.0826802,80.2707184
edureka!,2018,New Delhi,Information Technology,14000000,Visakh Sasikumar,GAIL (India) Ltd,2000000,Series A,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",28.6139391,77.2090212
Wow Express,2018,Pune,Information Technology,31500000,Saurav Kumar,"Blume Ventures, Emergent Ventures",4500000,Series A,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",18.5204303,73.8567437
ZunRoof,2018,Bangalore,Consulting,116200000,Malika Sadani,"Saama Capital, DSG Consumer Partners",16600000,Angel,ZunRoof is a rooftop focused solar startup.,12.9715987,77.5945627
Eggoz,2018,New Delhi,Food & Beverages,84000000,"Ashish Bhatia, Himanshu Gupta","Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",12000000,Angel,Eggoz is a full-stack layer poultry business operator & service provider .,28.6139391,77.2090212
Sqrrl Fintech,2018,Mumbai,Fintech,7000000,Manan Khurma,"Manta Ray Ventures Limited, Google?s Capital G, Sequoia India.",1000000,Seed,Personal Finance,19.0759837,72.8776559
IndiQube,2018,Mumbai,Co-working,105000000,"Vivek Gupta, Abhay Hanjura",Vertex Ventures,15000000,Series A,IndiQube is a provider of co-working spaces based in Bengaluru.,19.0759837,72.8776559
EGK Foods,2018,Mumbai,Food & Beverages,140000000,,HNI investors,20000000,Seed,A food processing enterprise registered with StartUp India .,19.0759837,72.8776559
NirogStreet,2018,Bangalore,Health Care,2100000,Amit Jain,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",300000,Seed,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,12.9715987,77.5945627
Pixr8,2018,Thane,Investment Banking,350000,"Abhishek Bansal, Vaibhav Khandelwal","Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",50000,Seed,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,19.2183307,72.9780897
Nivesh.com,2018,Mumbai,Marketplace,210000000,Mittal,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",30000000,Seed,Nivesh.com is a mass market mutual funds investment platform.,19.0759837,72.8776559
Hey Deedee,2018,Bangalore,Logistics & Supply Chain,231000000,Sumit Sinha,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",33000000,Seed,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,12.9715987,77.5945627
DigiConnectt Technologys,2018,Samsitpur,Information Technology,875000,Sarvesh Shashi,"Venture fund, Fireside Ventures.",125000,Seed,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,,
Locus.sh,2018,Lucknow,Logistics & Supply Chain,28000000,Paddy Padmanabhan,Saravanan Adiseshan,4000000,Series A,Locus is an intelligent logistics automation platform.,26.8466937,80.946166
Sports Flashes Pvt. Ltd,2018,Pune,Health Care,7000000,"Bhavish Aggarwal, Ankit Bhati","Kia Motors, Hyundai",1000000,Seed,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",18.5204303,73.8567437
Picxy,2018,Mumbai,Internet,910000,"Greg Moran, David Back",Zoomcar Inc,130000,Seed,"A stock photo startup based in Amravati, Andhra Pradesh.",19.0759837,72.8776559
Huddle,2018,Bangalore,Consulting,2100000,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu",300000,Seed,A coworking incubator Company.,12.9715987,77.5945627
Cash Suvidha,2018,Pune,Financial Services,7000000,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,1000000,Seed,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,18.5204303,73.8567437
Smartcoin,2018,Gurgaon,Analytics,14000000,Ritesh Agarwal,"MyPreferred Transformation, Avendus Finance, SoftBank",2000000,Seed,Providing financial access to the millions of mobile users in India using alternative credit assessment,28.4594965,77.0266383
Printline Media(ThePrint),2018,Bangalore,Digital platform,244300000,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,34900000,Seed,A digital news platform.,12.9715987,77.5945627
Doxper,2018,Ahmedabad,Health Care,504000000,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta","Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",72000000,Seed,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,23.022505,72.5713621
i2ifunding,2018,Telangana,Financial Services,350000000,Rajendra Setia,"TPG, Norwest Venture Partners, Evolvence India",50000000,Angel,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,18.1124372,79.0192997
Fasal,2018,Bangalore,Artificial Intelligence,840000,"Prasanna Manogaran, Bharani C L",Angel investors,120000,Seed,Climate Smart Precision Agriculture Platform,12.9715987,77.5945627
Avail Finance,2018,Gurgaon,Fintech,120400000,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,17200000,Series A,Avail is a mobile-first platform aiming to financially include the urban mass of India.,28.4594965,77.0266383
Tripeur,2018,Mumbai,Information Technology,4200000,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",600000,Seed,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,19.0759837,72.8776559
Doubtnut,2018,Bangalore,E-Learning,245000000,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",35000000,Seed,Gurgaon based E-learning platform.,12.9715987,77.5945627
MCaffeine,2018,Bangalore,Consumer Goods,224000000,Ajay Sakhamuri,ICICI Bank.,32000000,Seed,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,12.9715987,77.5945627
TrustCheckr,2018,New Delhi,Information Technology,700000,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",100000,Angel,A Bengaluru-based fraud analytics solution provider .,28.6139391,77.2090212
HealthAssure,2018,Bangalore,Health Care,7000000,Meghana Narayan,Fireside Ventures,1000000,Seed,HealthAssure provides access to Discounted & High Quality primary care medical network.,12.9715987,77.5945627
Picture TIme,2018,Bangalore,Digital platform,1750000000,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",250000000,Seed,Operator of low-cost mobile cinema theatres in rural areas.,12.9715987,77.5945627
1Crowd,2018,Haryana,Venture capitalist,24500000,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,3500000,Angel,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,29.0587757,76.085601
Wellthy Therapeutics Pvt Ltd,2018,Gurgaon,Health Care,945000000,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",135000000,Seed,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",28.4594965,77.0266383
Kuvera.in,2018,Mumbai,Financial Services,1750000,"Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",250000,Angel,An online platform for mutual fund investments.,19.0759837,72.8776559
Livehealth,2018,Mumbai,Information Technology,7700000,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",1100000,Seed,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,19.0759837,72.8776559
